datetime,CH1_V,CH1_T_C,CH2_V,CH2_T_C,CH3_V,CH3_T_C,CH4_V,CH4_T_C
2026_05_08_20_02_39.000,1.696000,26.260,1.605500,23.791,1.545100,22.162,1.636300,24.627
2026_05_08_20_02_40.003,1.696100,26.263,1.608000,23.858,1.545600,22.175,1.636800,24.640
2026_05_08_20_02_41.009,1.696100,26.263,1.609500,23.899,1.545900,22.183,1.637300,24.654
2026_05_08_20_02_42.013,1.696500,26.274,1.610000,23.913,1.546400,22.197,1.638100,24.676
2026_05_08_20_02_43.008,1.696800,26.282,1.610900,23.937,1.546800,22.208,1.638400,24.684
2026_05_08_20_02_44.000,1.696900,26.285,1.610900,23.937,1.546500,22.200,1.638900,24.698
2026_05_08_20_02_45.009,1.697100,26.291,1.610900,23.937,1.547200,22.218,1.639500,24.714
2026_05_08_20_02_46.000,1.697200,26.293,1.610800,23.934,1.548000,22.240,1.640000,24.727
2026_05_08_20_02_47.000,1.697600,26.304,1.610400,23.923,1.548100,22.243,1.640000,24.727
2026_05_08_20_02_48.000,1.697900,26.313,1.610700,23.932,1.548400,22.251,1.639900,24.725
2026_05_08_20_02_49.006,1.698100,26.318,1.611500,23.953,1.549100,22.269,1.640000,24.727
2026_05_08_20_02_50.000,1.698700,26.335,1.612400,23.978,1.549200,22.272,1.639900,24.725
2026_05_08_20_02_51.003,1.698500,26.329,1.613100,23.997,1.549700,22.286,1.640400,24.738
2026_05_08_20_02_52.010,1.698800,26.338,1.613700,24.013,1.550000,22.294,1.640700,24.747
2026_05_08_20_02_53.006,1.698900,26.340,1.614100,24.024,1.549900,22.291,1.641600,24.771
2026_05_08_20_02_54.010,1.699500,26.357,1.613900,24.018,1.549300,22.275,1.641300,24.763
2026_05_08_20_02_55.000,1.699600,26.360,1.613100,23.997,1.549700,22.286,1.642100,24.785
2026_05_08_20_02_56.000,1.699900,26.368,1.612700,23.986,1.550000,22.294,1.642700,24.801
2026_05_08_20_02_57.002,1.700000,26.371,1.611500,23.953,1.550300,22.302,1.642900,24.806
2026_05_08_20_02_58.006,1.700100,26.373,1.610000,23.913,1.550500,22.307,1.643700,24.828
2026_05_08_20_02_59.008,1.700400,26.382,1.609200,23.891,1.550900,22.318,1.644000,24.836
2026_05_08_20_03_00.001,1.700800,26.393,1.608500,23.872,1.551300,22.329,1.644100,24.839
2026_05_08_20_03_01.006,1.700800,26.393,1.609300,23.894,1.552000,22.347,1.644500,24.850
2026_05_08_20_03_02.000,1.701100,26.401,1.611200,23.945,1.552400,22.358,1.645100,24.866
2026_05_08_20_03_03.000,1.701500,26.412,1.611300,23.948,1.552700,22.366,1.645600,24.880
2026_05_08_20_03_04.000,1.701500,26.412,1.612500,23.980,1.552900,22.372,1.646300,24.899
2026_05_08_20_03_05.009,1.702000,26.426,1.613500,24.007,1.553500,22.388,1.646000,24.891
2026_05_08_20_03_06.007,1.702000,26.426,1.613900,24.018,1.553500,22.388,1.646100,24.894
2026_05_08_20_03_07.005,1.702000,26.426,1.613500,24.007,1.553600,22.390,1.646900,24.915
2026_05_08_20_03_08.000,1.702400,26.437,1.612100,23.970,1.553900,22.398,1.647200,24.924
2026_05_08_20_03_09.000,1.702700,26.445,1.611900,23.964,1.554100,22.404,1.647200,24.924
2026_05_08_20_03_10.001,1.703100,26.456,1.612000,23.967,1.554700,22.420,1.647500,24.932
2026_05_08_20_03_11.008,1.703200,26.459,1.611100,23.942,1.554800,22.423,1.648300,24.954
2026_05_08_20_03_12.005,1.703300,26.462,1.610100,23.915,1.555500,22.442,1.648800,24.967
2026_05_08_20_03_13.009,1.703700,26.473,1.609500,23.899,1.556100,22.458,1.649100,24.975
2026_05_08_20_03_14.010,1.703700,26.473,1.609900,23.910,1.557100,22.485,1.649500,24.986
2026_05_08_20_03_15.000,1.703600,26.470,1.611600,23.956,1.557700,22.501,1.649600,24.989
2026_05_08_20_03_16.001,1.704300,26.489,1.612700,23.986,1.558000,22.509,1.649700,24.992
2026_05_08_20_03_17.005,1.704400,26.492,1.612900,23.991,1.558100,22.511,1.650000,25.000
2026_05_08_20_03_18.000,1.704400,26.492,1.612300,23.975,1.558400,22.520,1.650100,25.003
2026_05_08_20_03_19.001,1.704900,26.506,1.611200,23.945,1.558500,22.522,1.650500,25.014
2026_05_08_20_03_20.006,1.705100,26.511,1.610300,23.921,1.558500,22.522,1.651200,25.033
2026_05_08_20_03_21.001,1.705200,26.514,1.609500,23.899,1.558400,22.520,1.651500,25.041
2026_05_08_20_03_22.007,1.705500,26.522,1.609700,23.905,1.558000,22.509,1.651900,25.052
2026_05_08_20_03_23.000,1.706100,26.539,1.610000,23.913,1.558300,22.517,1.651900,25.052
2026_05_08_20_03_24.008,1.706100,26.539,1.610400,23.923,1.558700,22.528,1.652400,25.065
2026_05_08_20_03_25.005,1.706500,26.550,1.610300,23.921,1.558500,22.522,1.652900,25.079
2026_05_08_20_03_26.000,1.707100,26.566,1.610000,23.913,1.559100,22.538,1.653500,25.096
2026_05_08_20_03_27.005,1.706800,26.558,1.610000,23.913,1.559500,22.549,1.653300,25.090
2026_05_08_20_03_28.006,1.707100,26.566,1.609900,23.910,1.560000,22.563,1.653700,25.101
2026_05_08_20_03_29.010,1.707700,26.583,1.609900,23.910,1.560100,22.565,1.653600,25.098
2026_05_08_20_03_30.000,1.708000,26.591,1.611200,23.945,1.560300,22.571,1.653700,25.101
2026_05_08_20_03_31.001,1.708500,26.605,1.612400,23.978,1.560800,22.584,1.654400,25.120
2026_05_08_20_03_32.007,1.708800,26.613,1.612400,23.978,1.561200,22.595,1.654800,25.131
2026_05_08_20_03_33.001,1.709100,26.622,1.612100,23.970,1.561300,22.598,1.655200,25.142
2026_05_08_20_03_34.009,1.709200,26.624,1.612300,23.975,1.561300,22.598,1.655900,25.161
2026_05_08_20_03_35.000,1.709700,26.638,1.613100,23.997,1.562300,22.625,1.656300,25.172
2026_05_08_20_03_36.000,1.709900,26.644,1.613600,24.010,1.563300,22.651,1.656500,25.177
2026_05_08_20_03_37.009,1.709900,26.644,1.613200,23.999,1.563700,22.662,1.656500,25.177
2026_05_08_20_03_38.000,1.709700,26.638,1.613500,24.007,1.563700,22.662,1.656800,25.186
2026_05_08_20_03_39.000,1.709900,26.644,1.613600,24.010,1.564000,22.670,1.657100,25.194
2026_05_08_20_03_40.006,1.710300,26.655,1.615300,24.056,1.564400,22.681,1.657200,25.197
2026_05_08_20_03_41.007,1.710900,26.671,1.617600,24.119,1.563900,22.668,1.657600,25.207
2026_05_08_20_03_42.001,1.710900,26.671,1.620500,24.197,1.563900,22.668,1.658000,25.218
2026_05_08_20_03_43.006,1.711200,26.680,1.622700,24.257,1.564100,22.673,1.658700,25.238
2026_05_08_20_03_44.000,1.711300,26.682,1.623300,24.273,1.564900,22.695,1.658900,25.243
2026_05_08_20_03_45.001,1.712000,26.702,1.622700,24.257,1.565600,22.713,1.658700,25.238
2026_05_08_20_03_46.006,1.712300,26.710,1.620800,24.206,1.566500,22.738,1.659100,25.248
2026_05_08_20_03_47.000,1.712800,26.724,1.619500,24.170,1.567300,22.759,1.659300,25.254
2026_05_08_20_03_48.007,1.713100,26.732,1.619600,24.173,1.568500,22.791,1.659700,25.265
2026_05_08_20_03_49.009,1.713600,26.746,1.619300,24.165,1.569100,22.808,1.660400,25.284
2026_05_08_20_03_50.000,1.713900,26.754,1.618500,24.143,1.569100,22.808,1.660900,25.298
2026_05_08_20_03_51.000,1.714400,26.768,1.617300,24.111,1.569500,22.818,1.661100,25.303
2026_05_08_20_03_52.002,1.714500,26.771,1.616500,24.089,1.569200,22.810,1.661300,25.309
2026_05_08_20_03_53.000,1.714700,26.776,1.616300,24.083,1.569100,22.808,1.661600,25.317
2026_05_08_20_03_54.000,1.714700,26.776,1.615900,24.073,1.568900,22.802,1.661900,25.325
2026_05_08_20_03_55.003,1.715100,26.787,1.614900,24.045,1.569100,22.808,1.661900,25.325
2026_05_08_20_03_56.004,1.715300,26.793,1.614500,24.035,1.569600,22.821,1.661900,25.325
2026_05_08_20_03_57.006,1.715900,26.810,1.614500,24.035,1.570100,22.835,1.661900,25.325
2026_05_08_20_03_58.006,1.716700,26.832,1.614400,24.032,1.570500,22.845,1.662500,25.341
2026_05_08_20_03_59.013,1.716800,26.834,1.614700,24.040,1.571100,22.862,1.662800,25.350
2026_05_08_20_04_00.010,1.716900,26.837,1.614800,24.043,1.571200,22.864,1.663500,25.369
2026_05_08_20_04_01.004,1.717300,26.848,1.615600,24.064,1.571600,22.875,1.663500,25.369
2026_05_08_20_04_02.000,1.717700,26.859,1.615300,24.056,1.572300,22.894,1.664100,25.385
2026_05_08_20_04_03.001,1.717900,26.865,1.616400,24.086,1.572500,22.899,1.664100,25.385
2026_05_08_20_04_04.008,1.718400,26.879,1.619100,24.159,1.572400,22.897,1.664100,25.385
2026_05_08_20_04_05.000,1.718800,26.890,1.620300,24.192,1.572000,22.886,1.664700,25.402
2026_05_08_20_04_06.004,1.719200,26.901,1.620300,24.192,1.572100,22.888,1.664900,25.407
2026_05_08_20_04_07.007,1.719600,26.912,1.620100,24.187,1.572300,22.894,1.665300,25.418
2026_05_08_20_04_08.005,1.719700,26.915,1.620000,24.184,1.572100,22.888,1.665200,25.415
2026_05_08_20_04_09.009,1.720100,26.926,1.620100,24.187,1.572100,22.888,1.665700,25.429
2026_05_08_20_04_10.000,1.720400,26.934,1.619700,24.176,1.572400,22.897,1.666100,25.440
2026_05_08_20_04_11.009,1.720900,26.948,1.618500,24.143,1.572800,22.907,1.666500,25.451
2026_05_08_20_04_12.001,1.721200,26.956,1.618100,24.132,1.573500,22.926,1.666300,25.445
2026_05_08_20_04_13.005,1.721600,26.967,1.617700,24.121,1.574000,22.940,1.666800,25.459
2026_05_08_20_04_14.000,1.722000,26.978,1.617600,24.119,1.575100,22.969,1.666800,25.459
2026_05_08_20_04_15.001,1.722400,26.989,1.617200,24.108,1.575900,22.991,1.667300,25.473
2026_05_08_20_04_16.007,1.722700,26.998,1.617200,24.108,1.576500,23.007,1.668300,25.500
2026_05_08_20_04_17.010,1.722900,27.003,1.616900,24.100,1.576300,23.002,1.668700,25.511
2026_05_08_20_04_18.000,1.723300,27.014,1.615900,24.073,1.576400,23.004,1.669100,25.522
2026_05_08_20_04_19.000,1.723500,27.020,1.615600,24.064,1.576800,23.015,1.669100,25.522
2026_05_08_20_04_20.005,1.723900,27.031,1.615900,24.073,1.577100,23.023,1.669600,25.536
2026_05_08_20_04_21.009,1.724400,27.045,1.616100,24.078,1.577200,23.026,1.670100,25.549
2026_05_08_20_04_22.000,1.724900,27.059,1.616300,24.083,1.577100,23.023,1.670400,25.558
2026_05_08_20_04_23.001,1.724800,27.056,1.616500,24.089,1.577200,23.026,1.670700,25.566
2026_05_08_20_04_24.000,1.725200,27.067,1.617700,24.121,1.577900,23.045,1.670900,25.571
2026_05_08_20_04_25.000,1.725600,27.078,1.618000,24.130,1.578500,23.061,1.671200,25.579
2026_05_08_20_04_26.001,1.726000,27.089,1.619200,24.162,1.579200,23.080,1.671600,25.590
2026_05_08_20_04_27.018,1.726400,27.100,1.619100,24.159,1.580100,23.104,1.672000,25.601
2026_05_08_20_04_28.000,1.726700,27.109,1.618900,24.154,1.580300,23.110,1.672100,25.604
2026_05_08_20_04_29.000,1.727200,27.122,1.618700,24.149,1.580700,23.120,1.673300,25.637
2026_05_08_20_04_30.000,1.727300,27.125,1.619900,24.181,1.580400,23.112,1.673500,25.642
2026_05_08_20_04_31.012,1.727500,27.131,1.622400,24.249,1.580500,23.115,1.673500,25.642
2026_05_08_20_04_32.011,1.727900,27.142,1.625600,24.336,1.580900,23.126,1.673700,25.648
2026_05_08_20_04_33.002,1.728300,27.153,1.628700,24.420,1.580800,23.123,1.674500,25.670
2026_05_08_20_04_34.001,1.728700,27.164,1.630100,24.458,1.580800,23.123,1.674700,25.675
2026_05_08_20_04_35.005,1.729100,27.175,1.628800,24.423,1.580900,23.126,1.674700,25.675
2026_05_08_20_04_36.009,1.729300,27.181,1.627100,24.377,1.581200,23.134,1.675100,25.686
2026_05_08_20_04_37.004,1.729700,27.192,1.625200,24.325,1.581200,23.134,1.675700,25.703
2026_05_08_20_04_38.006,1.729900,27.197,1.623700,24.284,1.581100,23.131,1.675900,25.708
2026_05_08_20_04_39.000,1.730300,27.208,1.622000,24.238,1.581700,23.147,1.676000,25.711
2026_05_08_20_04_40.000,1.730700,27.220,1.620800,24.206,1.582700,23.174,1.676100,25.714
2026_05_08_20_04_41.000,1.730900,27.225,1.620500,24.197,1.583500,23.196,1.676700,25.730
2026_05_08_20_04_42.000,1.731300,27.236,1.620800,24.206,1.583300,23.191,1.676800,25.733
2026_05_08_20_04_43.005,1.731600,27.245,1.619900,24.181,1.582900,23.180,1.677300,25.747
2026_05_08_20_04_44.007,1.731500,27.242,1.620400,24.195,1.583700,23.201,1.677600,25.755
2026_05_08_20_04_45.009,1.732000,27.256,1.621200,24.216,1.584300,23.218,1.677900,25.763
2026_05_08_20_04_46.002,1.732300,27.264,1.620400,24.195,1.585100,23.239,1.678100,25.769
2026_05_08_20_04_47.008,1.732900,27.281,1.620300,24.192,1.586700,23.282,1.678300,25.774
2026_05_08_20_04_48.000,1.733200,27.289,1.619500,24.170,1.586900,23.288,1.678800,25.788
2026_05_08_20_04_49.006,1.733700,27.303,1.618900,24.154,1.587100,23.293,1.679100,25.796
2026_05_08_20_04_50.002,1.734100,27.314,1.619200,24.162,1.587500,23.304,1.679200,25.799
2026_05_08_20_04_51.008,1.734500,27.325,1.621100,24.214,1.587700,23.309,1.679900,25.818
2026_05_08_20_04_52.001,1.735100,27.342,1.622400,24.249,1.588100,23.320,1.680000,25.821
2026_05_08_20_04_53.002,1.735200,27.344,1.623700,24.284,1.588400,23.328,1.680400,25.832
2026_05_08_20_04_54.000,1.735500,27.353,1.623700,24.284,1.588000,23.317,1.680800,25.843
2026_05_08_20_04_55.002,1.735900,27.364,1.624800,24.314,1.588100,23.320,1.680900,25.845
2026_05_08_20_04_56.010,1.736100,27.369,1.624700,24.311,1.588300,23.326,1.681300,25.856
2026_05_08_20_04_57.005,1.736300,27.375,1.623600,24.282,1.588500,23.331,1.681500,25.862
2026_05_08_20_04_58.003,1.736800,27.389,1.623100,24.268,1.588400,23.328,1.682100,25.878
2026_05_08_20_04_59.006,1.737100,27.397,1.622800,24.260,1.588900,23.342,1.682700,25.895
2026_05_08_20_05_00.009,1.737200,27.400,1.622300,24.246,1.588800,23.339,1.683100,25.906
2026_05_08_20_05_01.006,1.737500,27.408,1.622500,24.252,1.588700,23.336,1.682800,25.898
2026_05_08_20_05_02.001,1.737900,27.420,1.622300,24.246,1.589500,23.358,1.683200,25.909
2026_05_08_20_05_03.003,1.738100,27.425,1.622500,24.252,1.589700,23.363,1.683500,25.917
2026_05_08_20_05_04.009,1.738700,27.442,1.623700,24.284,1.589900,23.369,1.684000,25.930
2026_05_08_20_05_05.000,1.738800,27.445,1.626000,24.347,1.589900,23.369,1.684400,25.941
2026_05_08_20_05_06.010,1.739300,27.458,1.627700,24.393,1.590100,23.374,1.684400,25.941
2026_05_08_20_05_07.002,1.739900,27.475,1.629700,24.447,1.590900,23.396,1.684800,25.952
2026_05_08_20_05_08.000,1.740400,27.489,1.630500,24.469,1.591100,23.401,1.685500,25.972
2026_05_08_20_05_09.006,1.740500,27.492,1.630500,24.469,1.591200,23.404,1.685700,25.977
2026_05_08_20_05_10.006,1.740800,27.500,1.629600,24.445,1.591600,23.415,1.685600,25.974
2026_05_08_20_05_11.002,1.741300,27.514,1.628100,24.404,1.592500,23.439,1.685900,25.983
2026_05_08_20_05_12.007,1.741700,27.525,1.626100,24.349,1.593300,23.461,1.686100,25.988
2026_05_08_20_05_13.003,1.742000,27.534,1.624000,24.292,1.594300,23.488,1.686300,25.994
2026_05_08_20_05_14.008,1.742400,27.545,1.622700,24.257,1.594900,23.504,1.686800,26.007
2026_05_08_20_05_15.000,1.742500,27.547,1.621900,24.235,1.595300,23.515,1.687300,26.021
2026_05_08_20_05_16.008,1.742900,27.559,1.622000,24.238,1.595300,23.515,1.687900,26.038
2026_05_08_20_05_17.001,1.743200,27.567,1.622100,24.241,1.594700,23.499,1.688400,26.051
2026_05_08_20_05_18.006,1.743600,27.578,1.624800,24.314,1.594700,23.499,1.688100,26.043
2026_05_08_20_05_19.000,1.744000,27.589,1.626100,24.349,1.595100,23.509,1.688700,26.060
2026_05_08_20_05_20.005,1.744100,27.592,1.626400,24.358,1.595600,23.523,1.689300,26.076
2026_05_08_20_05_21.001,1.744300,27.598,1.625700,24.339,1.596400,23.545,1.689600,26.084
2026_05_08_20_05_22.008,1.745200,27.623,1.624400,24.303,1.596700,23.553,1.689900,26.093
2026_05_08_20_05_23.007,1.745500,27.631,1.623500,24.279,1.597600,23.577,1.690500,26.109
2026_05_08_20_05_24.001,1.746000,27.645,1.623500,24.279,1.598100,23.590,1.690400,26.106
2026_05_08_20_05_25.000,1.746400,27.656,1.625600,24.336,1.598400,23.599,1.690400,26.106
2026_05_08_20_05_26.000,1.746800,27.667,1.627100,24.377,1.598700,23.607,1.690900,26.120
2026_05_08_20_05_27.006,1.747100,27.676,1.628000,24.401,1.598500,23.601,1.691300,26.131
2026_05_08_20_05_28.000,1.747200,27.678,1.628100,24.404,1.598800,23.609,1.691500,26.137
2026_05_08_20_05_29.000,1.747700,27.692,1.627500,24.387,1.599500,23.628,1.691900,26.148
2026_05_08_20_05_30.000,1.747900,27.698,1.626500,24.360,1.599700,23.634,1.691900,26.148
2026_05_08_20_05_31.002,1.748000,27.701,1.626300,24.355,1.600500,23.655,1.692400,26.161
2026_05_08_20_05_32.010,1.748400,27.712,1.625200,24.325,1.601100,23.672,1.692800,26.172
2026_05_08_20_05_33.001,1.749200,27.734,1.624900,24.317,1.601600,23.685,1.693300,26.186
2026_05_08_20_05_34.000,1.749600,27.745,1.624300,24.301,1.602100,23.699,1.693900,26.203
2026_05_08_20_05_35.005,1.749900,27.754,1.624700,24.311,1.602700,23.715,1.694500,26.219
2026_05_08_20_05_36.002,1.750300,27.765,1.624900,24.317,1.602500,23.710,1.694900,26.230
2026_05_08_20_05_37.005,1.750500,27.770,1.625700,24.339,1.602100,23.699,1.695100,26.236
2026_05_08_20_05_38.006,1.750500,27.770,1.626400,24.358,1.602500,23.710,1.695300,26.241
2026_05_08_20_05_39.008,1.751200,27.790,1.627700,24.393,1.602400,23.707,1.695300,26.241
2026_05_08_20_05_40.003,1.751500,27.798,1.628100,24.404,1.601700,23.688,1.695200,26.238
2026_05_08_20_05_41.002,1.751900,27.809,1.628400,24.412,1.602100,23.699,1.695600,26.249
2026_05_08_20_05_42.000,1.752500,27.826,1.627300,24.382,1.602400,23.707,1.696400,26.271
2026_05_08_20_05_43.001,1.752400,27.823,1.625900,24.344,1.603300,23.731,1.696900,26.285
2026_05_08_20_05_44.000,1.752800,27.835,1.624800,24.314,1.604300,23.758,1.697600,26.304
2026_05_08_20_05_45.016,1.753200,27.846,1.624000,24.292,1.604800,23.772,1.697600,26.304
2026_05_08_20_05_46.000,1.753100,27.843,1.623200,24.271,1.605200,23.783,1.697700,26.307
2026_05_08_20_05_47.001,1.753500,27.854,1.623600,24.282,1.605100,23.780,1.698300,26.324
2026_05_08_20_05_48.008,1.753700,27.860,1.623500,24.279,1.605600,23.793,1.698000,26.316
2026_05_08_20_05_49.000,1.754300,27.876,1.623500,24.279,1.606400,23.815,1.698500,26.329
2026_05_08_20_05_50.010,1.754400,27.879,1.623300,24.273,1.606500,23.818,1.698800,26.338
2026_05_08_20_05_51.008,1.754700,27.888,1.623500,24.279,1.606800,23.826,1.699200,26.349
2026_05_08_20_05_52.006,1.755300,27.904,1.625300,24.328,1.607600,23.848,1.699600,26.360
2026_05_08_20_05_53.000,1.756300,27.932,1.627900,24.398,1.607700,23.850,1.700000,26.371
2026_05_08_20_05_54.000,1.756400,27.935,1.629900,24.453,1.607600,23.848,1.700300,26.379
2026_05_08_20_05_55.001,1.756300,27.932,1.630000,24.455,1.608000,23.858,1.700400,26.382
2026_05_08_20_05_56.005,1.756900,27.949,1.629500,24.442,1.607900,23.856,1.700700,26.390
2026_05_08_20_05_57.005,1.756800,27.946,1.628800,24.423,1.608000,23.858,1.700800,26.393
2026_05_08_20_05_58.007,1.757100,27.955,1.628400,24.412,1.608100,23.861,1.701600,26.415
2026_05_08_20_05_59.005,1.757500,27.966,1.630100,24.458,1.608100,23.861,1.702000,26.426
2026_05_08_20_06_00.000,1.757700,27.971,1.630300,24.464,1.608500,23.872,1.702300,26.434
2026_05_08_20_06_01.003,1.758100,27.983,1.629900,24.453,1.608500,23.872,1.702400,26.437
2026_05_08_20_06_02.005,1.758400,27.991,1.628700,24.420,1.608800,23.880,1.702800,26.448
2026_05_08_20_06_03.006,1.758700,27.999,1.627900,24.398,1.609900,23.910,1.702900,26.451
2026_05_08_20_06_04.004,1.759700,28.027,1.626800,24.368,1.610400,23.923,1.703300,26.462
2026_05_08_20_06_05.005,1.759700,28.027,1.626000,24.347,1.611200,23.945,1.703300,26.462
2026_05_08_20_06_06.001,1.760000,28.036,1.624500,24.306,1.611500,23.953,1.704000,26.481
2026_05_08_20_06_07.005,1.760100,28.038,1.623100,24.268,1.611900,23.964,1.704700,26.500
2026_05_08_20_06_08.000,1.760500,28.050,1.622900,24.263,1.612700,23.986,1.704300,26.489
2026_05_08_20_06_09.009,1.760800,28.058,1.623600,24.282,1.613500,24.007,1.704500,26.495
2026_05_08_20_06_10.000,1.761300,28.072,1.627200,24.379,1.613500,24.007,1.704500,26.495
2026_05_08_20_06_11.004,1.762000,28.092,1.630400,24.466,1.613300,24.002,1.704700,26.500
2026_05_08_20_06_12.007,1.762300,28.100,1.631600,24.499,1.613500,24.007,1.704800,26.503
2026_05_08_20_06_13.001,1.762400,28.103,1.632900,24.534,1.613500,24.007,1.705100,26.511
2026_05_08_20_06_14.012,1.762700,28.111,1.632900,24.534,1.613500,24.007,1.705300,26.517
2026_05_08_20_06_15.002,1.763300,28.128,1.631300,24.491,1.614000,24.021,1.705700,26.528
2026_05_08_20_06_16.000,1.763700,28.139,1.630100,24.458,1.614500,24.035,1.706000,26.536
2026_05_08_20_06_17.007,1.764400,28.159,1.631300,24.491,1.614800,24.043,1.706400,26.547
2026_05_08_20_06_18.012,1.764700,28.167,1.630900,24.480,1.615500,24.062,1.706700,26.555
2026_05_08_20_06_19.007,1.764800,28.170,1.629700,24.447,1.615900,24.073,1.707100,26.566
2026_05_08_20_06_20.000,1.765300,28.184,1.629300,24.436,1.616300,24.083,1.707300,26.572
2026_05_08_20_06_21.000,1.766100,28.206,1.629500,24.442,1.616300,24.083,1.707700,26.583
2026_05_08_20_06_22.001,1.766300,28.212,1.631100,24.485,1.616100,24.078,1.708300,26.600
2026_05_08_20_06_23.005,1.766300,28.212,1.630700,24.474,1.615700,24.067,1.708500,26.605
2026_05_08_20_06_24.000,1.766800,28.226,1.628900,24.426,1.616000,24.075,1.709100,26.622
2026_05_08_20_06_25.005,1.767200,28.237,1.627100,24.377,1.616800,24.097,1.709300,26.627
2026_05_08_20_06_26.009,1.767500,28.246,1.626100,24.349,1.617500,24.116,1.709200,26.624
2026_05_08_20_06_27.008,1.768000,28.260,1.625200,24.325,1.618000,24.130,1.709600,26.635
2026_05_08_20_06_28.001,1.768700,28.279,1.624300,24.301,1.618500,24.143,1.709700,26.638
2026_05_08_20_06_29.005,1.769100,28.290,1.623900,24.290,1.618900,24.154,1.710100,26.649
2026_05_08_20_06_30.005,1.769200,28.293,1.624700,24.311,1.619300,24.165,1.710100,26.649
2026_05_08_20_06_31.005,1.769900,28.313,1.625200,24.325,1.619200,24.162,1.710400,26.658
2026_05_08_20_06_32.005,1.770000,28.316,1.626100,24.349,1.619100,24.159,1.710800,26.669
2026_05_08_20_06_33.007,1.770300,28.324,1.626400,24.358,1.619100,24.159,1.711700,26.693
2026_05_08_20_06_34.000,1.770500,28.330,1.625600,24.336,1.619200,24.162,1.712400,26.713
